DISTRITO;MAT_CRECHE;MAT_PRE_ESCOLA;MAT_FUND_I;MAT_FUND_II;MAT_EJA_I;MAT_EJA_II;MAT_ENS_MED;MAT_ED_PROF;MAT_PROC_CRECHE;MAT_PROC_PRE_ESC;DEM_CRECHE;DEM_PRE;DEM_FUND_I;DEM_FUND_II;DEM_EJA_I;DEM_EJA_II;DEM_PREF_CRECHE;DEM_PREF_PRE;MES_ANO_REF
JARDIM HELENA;4.672;3.581;4.876;3.572;79;772;0;0;17;9;1.937;11;0;0;0;0;;;jun-16
JARDIM PAULISTA;104;204;0;0;0;0;0;0;0;1;17;0;0;0;0;0;;;jun-16
JARDIM SAO LUIS;8.276;5.977;6.110;3.995;145;1.023;0;0;39;21;4.482;81;0;0;0;0;;;jun-16
JOSE BONIFACIO;3.303;3.134;3.205;2.281;0;110;0;0;14;6;560;11;0;0;0;0;;;jun-16
LAJEADO;9.057;5.512;4.076;2.594;196;1.031;0;0;84;22;1.006;3;0;0;0;0;;;jun-16
LAPA;530;863;0;0;0;0;0;0;3;2;118;2;0;0;0;0;;;jun-16
LIBERDADE;692;143;355;290;0;0;0;0;3;1;179;0;0;0;0;0;;;jun-16
LIMAO;1.416;1.309;796;532;0;74;0;0;8;8;546;2;0;0;0;0;;;jun-16
MANDAQUI;1.764;1.689;1.643;1.306;112;333;0;0;6;10;688;3;0;0;0;0;;;jun-16
MARSILAC;406;79;0;0;0;0;0;0;0;0;88;2;0;0;0;0;;;jun-16
MOEMA;397;486;280;146;0;0;0;0;2;0;145;3;0;0;0;0;;;jun-16
MOOCA;773;655;292;219;68;123;0;0;1;4;184;12;0;0;0;0;;;jun-16
MORUMBI;698;378;350;253;21;78;0;0;15;0;659;1;0;0;0;0;;;jun-16
PARELHEIROS;5.036;4.378;3.362;1.343;277;746;0;0;0;7;1.972;49;0;0;0;0;;;jun-16
PARI;371;287;302;176;0;0;0;0;49;1;132;1;0;0;0;0;;;jun-16
PARQUE DO CARMO;2.312;1.253;646;487;0;0;0;0;8;3;665;2;0;0;0;0;;;jun-16
PEDREIRA;2.934;2.957;4.176;2.862;87;751;0;0;2;17;3.205;539;0;0;0;0;;;jun-16
PENHA;2.968;1.085;437;256;0;0;0;0;19;6;407;57;0;0;0;0;;;jun-16
PERDIZES;538;254;281;208;0;0;0;0;6;1;111;0;0;0;0;0;;;jun-16
PERUS;3.479;2.460;4.032;2.951;225;785;0;0;20;9;520;3;0;0;0;0;;;jun-16
PINHEIROS;368;257;264;260;0;0;0;0;0;1;129;0;0;0;0;0;;;jun-16
PIRITUBA;3.664;2.388;3.279;2.776;222;906;297;0;6;16;707;37;0;0;0;0;;;jun-16
PONTE RASA;2.010;1.704;2.347;1.846;0;159;0;0;2;9;470;2;0;0;0;0;;;jun-16
RAPOSO TAVARES;3.246;2.746;4.763;3.429;54;395;0;0;4;5;1.262;0;0;0;0;0;;;jun-16
REPUBLICA;35;388;0;0;0;0;0;0;0;4;0;3;0;0;0;0;;;jun-16
RIO PEQUENO;2.915;2.281;3.238;2.248;125;395;0;0;7;5;970;1;0;0;0;0;;;jun-16
SACOMA;6.547;4.611;6.184;4.261;313;1.129;0;0;40;12;1.912;3;0;0;0;0;;;jun-16
SANTA CECILIA;1.504;273;0;0;0;0;0;0;4;1;414;0;0;0;0;0;;;jun-16
SANTANA;1.215;752;966;857;0;140;999;450;0;4;376;1;0;0;0;0;;;jun-16
SANTO AMARO;391;329;713;793;69;180;607;0;0;0;203;9;0;0;0;0;;;jun-16
SAO DOMINGOS;1.666;1.157;2.643;2.098;62;327;0;0;4;1;461;1;0;0;0;0;;;jun-16
SAO LUCAS;1.573;1.828;3.063;2.147;38;214;0;0;8;10;454;0;0;0;0;0;;;jun-16
SAO MATEUS;3.960;3.123;3.350;2.330;171;851;0;0;11;7;1.635;2;0;0;0;0;;;jun-16
SAO MIGUEL;2.657;1.831;3.605;2.668;129;618;242;0;7;7;684;0;0;0;0;0;;;jun-16
SAO RAFAEL;4.031;4.281;5.129;3.472;162;713;0;0;17;7;2.363;2;0;0;0;0;;;jun-16
SAPOPEMBA;6.772;6.058;9.121;6.139;284;1.095;290;0;25;16;3.502;4;0;0;0;0;;;jun-16
SAUDE;1.095;593;197;163;0;103;0;0;1;1;480;6;0;0;0;0;;;jun-16
SE;92;93;602;304;64;51;0;0;0;0;156;2;0;0;0;0;;;jun-16
SOCORRO;533;776;941;674;0;172;0;0;0;2;184;1;0;0;0;0;;;jun-16
TATUAPE;736;929;794;731;26;348;0;0;1;12;134;21;0;0;0;0;;;jun-16
TREMEMBE;3.635;3.318;3.723;2.419;171;556;0;0;4;4;2.712;51;0;0;0;0;;;jun-16
TUCURUVI;1.136;666;1.061;908;0;0;0;0;3;3;354;1;0;0;0;0;;;jun-16
VILA ANDRADE;1.044;2.122;2.773;1.690;77;459;0;0;0;6;2.117;9;0;0;0;0;;;jun-16
VILA CURUCA;4.793;4.198;5.876;4.199;33;439;0;0;13;19;1.182;7;0;0;0;0;;;jun-16
VILA FORMOSA;1.765;1.655;742;678;67;224;0;0;2;0;365;0;0;0;0;0;;;jun-16
VILA GUILHERME;866;699;973;669;0;78;0;0;5;1;276;3;0;0;0;0;;;jun-16
VILA JACUI;3.870;3.927;4.609;3.251;0;118;0;0;20;5;1.100;3;0;0;0;0;;;jun-16
VILA LEOPOLDINA;605;377;602;418;0;0;0;0;5;0;105;20;0;0;0;0;;;jun-16
VILA MARIA;2.533;2.908;3.090;2.229;66;245;0;0;3;10;1.481;1;0;0;0;0;;;jun-16
VILA MARIANA;658;703;248;212;0;0;0;0;0;0;247;3;0;0;0;0;;;jun-16
VILA MATILDE;1.832;926;2.099;1.695;46;200;0;0;6;2;263;1;0;0;0;0;;;jun-16
VILA MEDEIROS;3.229;2.187;1.880;1.321;208;765;0;0;6;8;1.197;0;0;0;0;0;;;jun-16
VILA PRUDENTE;1.966;1.069;1.150;753;45;163;0;0;17;1;433;1;0;0;0;0;;;jun-16
VILA SONIA;2.762;1.606;1.681;1.479;0;135;0;0;20;3;804;1;0;0;0;0;;;jun-16
AGUA RASA;1.054;818;959;835;17;107;0;0;3;0;312;2;0;0;0;0;;;set-16
ALTO DE PINHEIROS;398;0;0;0;0;0;0;0;1;0;109;0;0;0;0;0;;;set-16
ANHANGUERA;2.695;1.673;3.227;2.411;108;513;0;0;6;1;850;3;0;0;0;0;;;set-16
ARICANDUVA;1.517;721;1.479;1.279;28;201;0;0;3;1;741;0;0;0;0;0;;;set-16
ARTUR ALVIM;2.587;2.055;2.422;1.786;0;73;0;0;4;5;957;0;0;0;0;0;;;set-16
BARRA FUNDA;371;0;0;0;0;0;0;0;1;0;77;0;0;0;0;0;;;set-16
BELA VISTA;1.494;509;463;291;0;254;0;0;4;0;586;2;0;0;0;0;;;set-16
BELEM;1.010;616;440;297;0;0;0;0;6;2;468;4;0;0;0;0;;;set-16
BOM RETIRO;921;683;0;0;0;0;0;0;2;2;513;23;0;0;0;0;;;set-16
BRAS;574;526;0;0;0;0;0;0;6;3;455;6;0;0;0;0;;;set-16
BRASILANDIA;11.201;7.175;9.463;6.039;252;1.807;0;0;21;22;3.723;13;0;0;0;0;;;set-16
BUTANTA;648;607;1.305;1.051;223;596;0;0;3;0;219;2;0;0;0;0;;;set-16
CACHOEIRINHA;4.286;2.472;3.548;2.227;74;366;0;0;4;4;2.344;1;0;0;0;0;;;set-16
CAMBUCI;439;519;0;0;197;457;0;0;0;0;138;4;0;0;0;0;;;set-16
CAMPO BELO;1.072;292;808;724;73;300;0;0;0;3;389;0;0;0;0;0;;;set-16
CAMPO GRANDE;1.167;1.752;2.345;1.613;177;474;0;0;1;4;914;1;0;0;0;0;;;set-16
CAMPO LIMPO;6.879;5.668;7.644;5.697;303;1.524;0;0;18;18;4.396;48;0;0;0;0;;;set-16
CANGAIBA;4.015;3.068;2.314;1.613;132;513;0;0;4;10;1.189;64;0;0;0;0;;;set-16
CAPAO REDONDO;7.902;7.028;9.117;6.798;611;2.348;0;0;8;25;5.846;87;0;0;0;0;;;set-16
CARRAO;1.914;894;1.013;870;0;0;0;0;2;0;495;0;0;0;0;0;;;set-16
CASA VERDE;1.551;1.023;1.220;934;50;205;0;0;4;1;809;0;0;0;0;0;;;set-16
CIDADE ADEMAR;5.719;4.684;3.903;2.060;108;733;0;0;4;34;5.681;370;0;0;0;0;;;set-16
CIDADE DUTRA;6.519;4.514;5.664;4.046;176;998;0;0;2;7;3.486;2;0;0;0;0;;;set-16
CIDADE LIDER;3.794;2.894;3.419;2.353;204;886;0;0;11;5;1.304;3;0;0;0;0;;;set-16
CIDADE TIRADENTES;11.485;6.979;12.229;8.805;219;1.160;584;0;51;17;1.563;5;0;0;0;0;;;set-16
CONSOLACAO;210;665;0;0;0;0;0;0;0;4;78;0;0;0;0;0;;;set-16
CURSINO;1.227;882;802;529;45;210;0;0;8;4;602;2;0;0;0;0;;;set-16
ERMELINO MATARAZZO;3.327;2.223;1.204;865;242;520;0;0;8;1;1.139;5;0;0;0;0;;;set-16
FREGUESIA DO O;3.149;3.197;2.831;1.973;36;407;0;0;3;10;1.207;4;0;0;0;0;;;set-16
GRAJAU;11.231;10.459;7.049;4.022;229;1.622;0;0;8;16;7.766;141;0;0;0;0;;;set-16
GUAIANASES;5.338;2.761;2.002;1.302;353;503;0;0;30;5;733;0;0;0;0;0;;;set-16
IGUATEMI;4.958;4.446;7.303;4.842;312;846;0;0;7;7;2.244;26;0;0;0;0;;;set-16
IPIRANGA;2.143;1.278;647;417;81;295;0;0;6;5;758;2;0;0;0;0;;;set-16
ITAIM BIBI;376;385;608;501;0;52;0;0;0;0;303;0;0;0;0;0;;;set-16
ITAIM PAULISTA;9.317;6.068;6.866;4.831;164;1.129;0;0;97;16;2.480;3;0;0;0;0;;;set-16
ITAQUERA;7.274;4.492;3.255;2.284;0;402;0;0;28;5;2.362;1;0;0;0;0;;;set-16
JABAQUARA;4.609;3.516;3.165;2.364;107;500;0;0;2;9;2.464;244;0;0;0;0;;;set-16
JACANA;2.630;3.065;2.478;1.839;116;285;0;0;4;9;1.848;2;0;0;0;0;;;set-16
JAGUARA;827;547;715;517;15;111;0;0;2;0;551;5;0;0;0;0;;;set-16
JAGUARE;1.739;942;860;593;29;226;0;0;0;1;583;1;0;0;0;0;;;set-16
JARAGUA;7.832;6.045;10.015;7.231;282;1.076;350;0;27;13;2.581;6;0;0;0;0;;;set-16
JARDIM ANGELA;8.068;7.740;7.490;4.811;205;1.266;0;0;13;28;7.794;473;0;0;0;0;;;set-16
JARDIM HELENA;5.198;3.581;4.812;3.482;77;750;0;0;20;2;1.977;13;0;0;0;0;;;set-16
JARDIM PAULISTA;104;200;0;0;0;0;0;0;0;0;34;0;0;0;0;0;;;set-16
JARDIM SAO LUIS;8.657;5.947;6.073;3.921;142;871;0;0;23;16;5.270;44;0;0;0;0;;;set-16
JOSE BONIFACIO;3.305;3.141;3.200;2.231;0;132;0;0;7;6;878;16;0;0;0;0;;;set-16
LAJEADO;9.157;5.542;4.056;2.566;201;1.041;0;0;46;14;1.743;2;0;0;0;0;;;set-16
LAPA;533;863;0;0;0;0;0;0;0;2;183;1;0;0;0;0;;;set-16
LIBERDADE;694;144;361;290;0;0;0;0;1;0;262;1;0;0;0;0;;;set-16
LIMAO;1.421;1.295;793;524;0;116;0;0;3;2;742;0;0;0;0;0;;;set-16
MANDAQUI;1.765;1.692;1.660;1.293;114;358;0;0;5;2;944;2;0;0;0;0;;;set-16
MARSILAC;406;79;0;0;0;0;0;0;0;0;124;2;0;0;0;0;;;set-16
MOEMA;396;490;281;155;0;0;0;0;2;2;187;1;0;0;0;0;;;set-16
MOOCA;773;662;294;218;76;168;0;0;1;3;257;7;0;0;0;0;;;set-16
MORUMBI;903;374;320;247;37;65;0;0;0;0;726;1;0;0;0;0;;;set-16
PARELHEIROS;5.042;4.395;3.373;1.318;287;768;0;0;5;11;2.626;2;0;0;0;0;;;set-16
PARI;423;301;308;179;0;0;0;0;0;0;199;4;0;0;0;0;;;set-16
PARQUE DO CARMO;2.315;1.258;663;489;0;0;0;0;5;2;837;1;0;0;0;0;;;set-16
PEDREIRA;2.939;3.137;4.145;2.790;68;798;0;0;1;21;3.745;204;0;0;0;0;;;set-16
PENHA;2.887;1.116;445;256;0;0;0;0;8;1;684;26;0;0;0;0;;;set-16
PERDIZES;544;254;283;207;0;0;0;0;1;0;178;0;0;0;0;0;;;set-16
PERUS;3.504;2.477;4.020;2.926;294;894;0;0;9;4;829;6;0;0;0;0;;;set-16
PINHEIROS;368;257;266;253;0;0;0;0;0;1;196;0;0;0;0;0;;;set-16
PIRITUBA;3.744;2.451;3.269;2.757;255;1.016;282;0;12;9;1.138;10;0;0;0;0;;;set-16
PONTE RASA;2.003;1.694;2.360;1.838;0;228;0;0;10;4;655;0;0;0;0;0;;;set-16
RAPOSO TAVARES;3.451;2.741;4.751;3.392;55;352;0;0;5;1;1.453;1;0;0;0;0;;;set-16
REPUBLICA;35;397;0;0;0;0;0;0;0;3;0;1;0;0;0;0;;;set-16
RIO PEQUENO;2.961;2.274;3.198;2.185;100;367;0;0;15;2;1.255;4;0;0;0;0;;;set-16
SACOMA;6.731;4.619;6.162;4.230;313;1.109;0;0;39;19;2.396;1;0;0;0;0;;;set-16
SANTA CECILIA;1.493;269;0;0;0;0;0;0;7;0;563;0;0;0;0;0;;;set-16
SANTANA;1.210;753;967;850;0;153;1.011;523;5;3;541;2;0;0;0;0;;;set-16
SANTO AMARO;391;318;719;802;61;193;595;0;0;0;268;3;0;0;0;0;;;set-16
SAO DOMINGOS;1.664;1.151;2.638;2.084;55;341;0;0;6;1;655;2;0;0;0;0;;;set-16
SAO LUCAS;1.578;1.809;3.060;2.139;42;224;0;0;3;8;625;1;0;0;0;0;;;set-16
SAO MATEUS;4.057;3.119;3.333;2.295;175;876;0;0;8;2;1.965;8;0;0;0;0;;;set-16
SAO MIGUEL;2.664;1.831;3.610;2.646;108;537;237;0;1;6;972;1;0;0;0;0;;;set-16
SAO RAFAEL;4.048;4.252;5.124;3.394;148;739;0;0;6;7;2.960;9;0;0;0;0;;;set-16
SAPOPEMBA;7.147;6.015;9.038;6.000;282;1.177;285;0;11;9;4.049;1;0;0;0;0;;;set-16
SAUDE;1.095;587;192;161;0;110;0;0;1;2;589;0;0;0;0;0;;;set-16
SE;92;93;602;299;50;96;0;0;0;0;205;7;0;0;0;0;;;set-16
SOCORRO;531;762;942;660;0;226;0;0;2;1;232;0;0;0;0;0;;;set-16
TATUAPE;736;939;785;727;34;341;0;0;1;7;235;16;0;0;0;0;;;set-16
TREMEMBE;3.637;3.293;3.734;2.414;168;606;0;0;2;4;3.346;5;0;0;0;0;;;set-16
TUCURUVI;1.135;696;1.070;903;0;0;0;0;3;2;479;1;0;0;0;0;;;set-16
VILA ANDRADE;1.041;2.078;2.775;1.647;76;595;0;0;3;7;2.228;6;0;0;0;0;;;set-16
VILA CURUCA;4.890;4.200;5.869;4.150;36;384;0;0;13;9;1.713;18;0;0;0;0;;;set-16
VILA FORMOSA;1.765;1.629;742;681;73;197;0;0;6;2;548;0;0;0;0;0;;;set-16
VILA GUILHERME;879;702;984;656;0;84;0;0;7;2;404;2;0;0;0;0;;;set-16
VILA JACUI;3.877;3.884;4.586;3.205;0;111;0;0;15;10;1.514;8;0;0;0;0;;;set-16
VILA LEOPOLDINA;607;378;609;419;0;0;0;0;6;0;168;18;0;0;0;0;;;set-16
VILA MARIA;2.533;2.886;3.100;2.204;72;259;0;0;4;7;1.899;1;0;0;0;0;;;set-16
VILA MARIANA;656;690;252;217;0;0;0;0;2;1;374;1;0;0;0;0;;;set-16
VILA MATILDE;1.835;924;2.138;1.706;54;192;0;0;6;4;463;1;0;0;0;0;;;set-16
VILA MEDEIROS;3.231;2.202;1.896;1.309;218;742;0;0;4;2;1.608;1;0;0;0;0;;;set-16
VILA PRUDENTE;2.058;1.065;1.152;748;52;175;0;0;4;1;575;0;0;0;0;0;;;set-16
VILA SONIA;2.980;1.586;1.679;1.464;0;132;0;0;6;3;1.252;5;0;0;0;0;;;set-16
AGUA RASA;1.053;816;966;825;14;104;0;0;0;0;116;1;0;0;0;0;;;dez-16
ALTO DE PINHEIROS;399;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;;;dez-16
ANHANGUERA;2.684;1.674;3.201;2.359;107;488;0;0;0;0;328;0;0;0;0;0;;;dez-16
ARICANDUVA;1.520;730;1.478;1.265;23;150;0;0;0;0;342;0;0;0;0;0;;;dez-16
ARTUR ALVIM;2.587;2.063;2.412;1.759;0;46;0;0;0;0;237;2;0;0;0;0;;;dez-16
BARRA FUNDA;372;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;;;dez-16
BELA VISTA;1.489;508;464;290;0;226;0;0;2;0;256;0;0;0;0;0;;;dez-16
BELEM;1.014;617;434;292;0;0;0;0;0;0;243;2;0;0;0;0;;;dez-16
BOM RETIRO;921;685;0;0;0;0;0;0;0;0;254;16;0;0;0;0;;;dez-16
BRAS;580;527;0;0;0;0;0;0;0;0;238;6;0;0;0;0;;;dez-16
BRASILANDIA;11.222;7.184;9.368;5.841;213;1.393;0;0;0;3;1.749;6;0;0;0;0;;;dez-16
BUTANTA;649;607;1.284;1.039;171;546;0;0;0;0;82;0;0;0;0;0;;;dez-16
CACHOEIRINHA;4.301;2.472;3.530;2.199;65;306;0;0;1;1;1.259;8;0;0;0;0;;;dez-16
CAMBUCI;438;518;0;0;196;429;0;0;0;0;45;2;0;0;0;0;;;dez-16
CAMPO BELO;1.070;295;799;705;71;296;0;0;0;0;147;2;0;0;0;0;;;dez-16
CAMPO GRANDE;1.167;1.748;2.326;1.582;159;332;0;0;0;0;482;0;0;0;0;0;;;dez-16
CAMPO LIMPO;6.886;5.639;7.605;5.613;266;1.251;0;0;0;1;2.436;52;0;0;0;0;;;dez-16
CANGAIBA;4.006;3.046;2.316;1.602;124;345;0;0;0;1;385;53;0;0;0;0;;;dez-16
CAPAO REDONDO;7.885;7.020;9.062;6.683;613;2.113;0;0;1;6;3.741;49;0;0;0;0;;;dez-16
CARRAO;1.928;886;1.005;866;0;0;0;0;2;0;154;0;0;0;0;0;;;dez-16
CASA VERDE;1.558;1.028;1.220;926;38;155;0;0;0;0;450;2;0;0;0;0;;;dez-16
CIDADE ADEMAR;5.723;4.728;3.861;1.982;73;480;0;0;0;1;3.532;268;0;0;0;0;;;dez-16
CIDADE DUTRA;6.515;4.508;5.654;3.997;153;683;0;0;0;0;1.568;28;0;0;0;0;;;dez-16
CIDADE LIDER;3.783;2.872;3.382;2.319;182;792;0;0;1;0;443;0;0;0;0;0;;;dez-16
CIDADE TIRADENTES;11.273;6.958;12.145;8.646;218;921;563;0;6;1;246;2;0;0;0;0;;;dez-16
CONSOLACAO;210;663;0;0;0;0;0;0;0;0;43;0;0;0;0;0;;;dez-16
CURSINO;1.233;880;803;522;44;210;0;0;0;0;319;0;0;0;0;0;;;dez-16
ERMELINO MATARAZZO;3.333;2.216;1.201;836;202;379;0;0;1;0;316;3;0;0;0;0;;;dez-16
FREGUESIA DO O;3.148;3.184;2.785;1.934;22;329;0;0;0;3;532;3;0;0;0;0;;;dez-16
GRAJAU;11.226;10.390;7.032;3.962;197;1.402;0;0;0;0;4.129;73;0;0;0;0;;;dez-16
GUAIANASES;5.350;2.749;1.995;1.286;350;495;0;0;5;0;76;1;0;0;0;0;;;dez-16
IGUATEMI;4.962;4.448;7.265;4.756;282;745;0;0;0;0;1.020;5;0;0;0;0;;;dez-16
IPIRANGA;2.137;1.285;648;403;60;247;0;0;0;0;229;0;0;0;0;0;;;dez-16
ITAIM BIBI;376;387;607;497;0;47;0;0;0;0;156;0;0;0;0;0;;;dez-16
ITAIM PAULISTA;9.532;6.045;6.834;4.759;144;795;0;0;2;4;381;3;0;0;0;0;;;dez-16
ITAQUERA;7.266;4.482;3.237;2.236;0;294;0;0;1;0;526;1;0;0;0;0;;;dez-16
JABAQUARA;4.605;3.517;3.145;2.328;84;352;0;0;0;0;1.354;219;0;0;0;0;;;dez-16
JACANA;2.633;3.053;2.466;1.823;113;240;0;0;0;1;1.190;0;0;0;0;0;;;dez-16
JAGUARA;828;547;711;516;11;96;0;0;0;0;315;7;0;0;0;0;;;dez-16
JAGUARE;1.738;942;857;592;22;179;0;0;0;0;239;0;0;0;0;0;;;dez-16
JARAGUA;7.845;6.025;9.971;7.141;276;1.021;341;0;0;1;1.050;3;0;0;0;0;;;dez-16
JARDIM ANGELA;8.111;7.854;7.428;4.706;164;1.039;0;0;0;3;4.950;157;0;0;0;0;;;dez-16
JARDIM HELENA;5.213;3.564;4.770;3.404;76;609;0;0;0;1;524;3;0;0;0;0;;;dez-16
JARDIM PAULISTA;104;198;0;0;0;0;0;0;0;0;22;0;0;0;0;0;;;dez-16
JARDIM SAO LUIS;8.669;5.931;6.045;3.836;113;652;0;0;0;0;3.124;43;0;0;0;0;;;dez-16
JOSE BONIFACIO;3.307;3.121;3.185;2.183;0;92;0;0;0;0;226;1;0;0;0;0;;;dez-16
LAJEADO;9.361;5.511;4.036;2.541;155;774;0;0;5;1;213;3;0;0;0;0;;;dez-16
LAPA;534;855;0;0;0;0;0;0;0;0;72;0;0;0;0;0;;;dez-16
LIBERDADE;689;143;362;285;0;0;0;0;0;0;128;1;0;0;0;0;;;dez-16
LIMAO;1.423;1.294;791;518;0;93;0;0;0;1;436;1;0;0;0;0;;;dez-16
MANDAQUI;1.767;1.694;1.659;1.278;94;329;0;0;0;0;549;3;0;0;0;0;;;dez-16
MARSILAC;406;79;0;0;0;0;0;0;0;0;80;2;0;0;0;0;;;dez-16
MOEMA;399;491;277;150;0;0;0;0;0;0;49;2;0;0;0;0;;;dez-16
MOOCA;774;662;293;215;61;111;0;0;0;0;128;8;0;0;0;0;;;dez-16
MORUMBI;906;368;317;246;17;37;0;0;0;0;566;0;0;0;0;0;;;dez-16
PARELHEIROS;5.044;4.377;3.374;1.293;237;656;0;0;0;0;1.266;29;0;0;0;0;;;dez-16
PARI;420;297;306;179;0;0;0;0;0;0;126;1;0;0;0;0;;;dez-16
PARQUE DO CARMO;2.412;1.257;657;483;0;0;0;0;0;0;328;1;0;0;0;0;;;dez-16
PEDREIRA;2.939;3.170;4.104;2.721;72;624;0;0;0;1;2.799;97;0;0;0;0;;;dez-16
PENHA;2.896;1.101;447;254;0;0;0;0;0;0;213;27;0;0;0;0;;;dez-16
PERDIZES;543;252;283;206;0;0;0;0;1;0;76;0;0;0;0;0;;;dez-16
PERUS;3.504;2.471;4.011;2.880;303;927;0;0;1;0;253;3;0;0;0;0;;;dez-16
PINHEIROS;368;257;256;250;0;0;0;0;0;0;94;0;0;0;0;0;;;dez-16
PIRITUBA;3.793;2.466;3.257;2.737;239;1.010;281;0;0;0;528;1;0;0;0;0;;;dez-16
PONTE RASA;2.008;1.697;2.350;1.808;0;175;0;0;0;0;161;4;0;0;0;0;;;dez-16
RAPOSO TAVARES;3.451;2.728;4.713;3.342;49;349;0;0;1;0;621;0;0;0;0;0;;;dez-16
REPUBLICA;35;397;0;0;0;0;0;0;0;0;9;0;0;0;0;0;;;dez-16
RIO PEQUENO;2.975;2.269;3.164;2.139;71;310;0;0;1;0;515;0;0;0;0;0;;;dez-16
SACOMA;6.749;4.629;6.130;4.104;245;939;0;0;1;0;1.043;3;0;0;0;0;;;dez-16
SANTA CECILIA;1.499;270;0;0;0;0;0;0;2;0;171;1;0;0;0;0;;;dez-16
SANTANA;1.214;750;968;843;0;103;966;431;0;0;264;0;0;0;0;0;;;dez-16
SANTO AMARO;391;321;715;788;64;195;578;0;0;0;169;0;0;0;0;0;;;dez-16
SAO DOMINGOS;1.668;1.148;2.631;2.042;41;236;0;0;0;0;309;0;0;0;0;0;;;dez-16
SAO LUCAS;1.576;1.816;3.055;2.117;34;172;0;0;0;0;305;1;0;0;0;0;;;dez-16
SAO MATEUS;4.055;3.112;3.307;2.273;167;646;0;0;2;0;960;4;0;0;0;0;;;dez-16
SAO MIGUEL;2.663;1.824;3.599;2.614;96;421;224;0;0;0;216;1;0;0;0;0;;;dez-16
SAO RAFAEL;4.043;4.225;5.057;3.295;134;611;0;0;0;0;1.753;2;0;0;0;0;;;dez-16
SAPOPEMBA;7.089;5.992;8.967;5.886;217;916;267;0;1;2;2.067;0;0;0;0;0;;;dez-16
SAUDE;1.094;582;193;158;0;93;0;0;0;2;225;1;0;0;0;0;;;dez-16
SE;92;93;596;289;36;84;0;0;0;0;127;8;0;0;0;0;;;dez-16
SOCORRO;533;760;938;645;0;185;0;0;0;0;122;1;0;0;0;0;;;dez-16
TATUAPE;732;928;779;720;34;305;0;0;0;0;102;15;0;0;0;0;;;dez-16
TREMEMBE;3.637;3.292;3.707;2.348;134;470;0;0;0;0;2.295;12;0;0;0;0;;;dez-16
TUCURUVI;1.133;683;1.072;897;0;0;0;0;0;0;239;2;0;0;0;0;;;dez-16
VILA ANDRADE;1.044;2.076;2.726;1.568;61;472;0;0;0;1;1.632;0;0;0;0;0;;;dez-16
VILA CURUCA;4.962;4.207;5.832;4.097;34;320;0;0;0;0;179;2;0;0;0;0;;;dez-16
VILA FORMOSA;1.760;1.629;739;665;68;124;0;0;0;1;212;0;0;0;0;0;;;dez-16
VILA GUILHERME;885;702;982;642;0;55;0;0;0;0;239;0;0;0;0;0;;;dez-16
VILA JACUI;3.945;3.875;4.581;3.161;0;110;0;0;0;1;465;1;0;0;0;0;;;dez-16
VILA LEOPOLDINA;607;377;608;414;0;0;0;0;0;0;80;0;0;0;0;0;;;dez-16
VILA MARIA;2.531;2.851;3.097;2.137;58;177;0;0;0;1;1.028;1;0;0;0;0;;;dez-16
VILA MARIANA;657;693;251;217;0;0;0;0;0;0;149;2;0;0;0;0;;;dez-16
VILA MATILDE;1.836;926;2.156;1.698;27;87;0;0;0;0;116;2;0;0;0;0;;;dez-16
VILA MEDEIROS;3.224;2.195;1.885;1.282;201;706;0;0;1;1;950;1;0;0;0;0;;;dez-16
VILA PRUDENTE;2.059;1.059;1.140;736;45;144;0;0;0;1;209;0;0;0;0;0;;;dez-16
VILA SONIA;3.005;1.588;1.668;1.435;0;132;0;0;0;1;713;5;0;0;0;0;;;dez-16
AGUA RASA;1.016;859;1.066;765;33;130;0;0;3;6;253;5;0;0;0;0;;;mar-17
ALTO DE PINHEIROS;406;0;0;0;0;0;0;0;3;0;59;0;0;0;0;0;;;mar-17
ANHANGUERA;2.658;1.756;3.136;2.411;133;478;0;0;9;13;534;8;0;0;0;0;;;mar-17
ARICANDUVA;1.570;744;1.411;1.175;69;279;0;0;14;8;566;1;0;0;0;0;;;mar-17
ARTUR ALVIM;2.573;2.101;2.495;1.733;0;71;0;0;21;33;497;0;0;0;0;0;;;mar-17
BARRA FUNDA;329;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;;;mar-17
BELA VISTA;1.490;471;431;297;0;264;0;0;15;3;377;12;0;0;0;0;;;mar-17
BELEM;1.043;608;458;305;0;0;0;0;8;6;327;48;0;0;0;0;;;mar-17
BOM RETIRO;886;714;0;0;0;0;0;0;13;9;346;47;0;0;0;0;;;mar-17
BRAS;503;496;0;0;0;0;0;0;7;32;321;41;0;0;0;0;;;mar-17
BRASILANDIA;11.286;7.282;9.337;6.112;265;1.763;0;0;62;120;2.466;20;0;0;0;0;;;mar-17
BUTANTA;628;556;1.352;1.020;186;671;0;0;8;0;109;0;0;0;0;0;;;mar-17
CACHOEIRINHA;4.439;2.439;3.497;2.232;80;450;0;0;21;16;1.550;14;0;0;0;0;;;mar-17
CAMBUCI;456;507;0;0;183;457;0;0;8;12;73;17;0;0;0;0;;;mar-17
CAMPO BELO;1.067;312;834;742;85;285;0;0;6;2;254;5;0;0;0;0;;;mar-17
